student_id,first_name,last_name,age,gender,grade,major_id
69,Sierra,Holmes,-1,Female,F,4
70,Daniel,Mendoza,twenty,,A,3
71,Tracy,Ruiz,27,M,A+,6
72,Manuel,Clark,18,,B,2
73,Danielle,Johnson,28,M,B,2
74,Keith,Cummings,28,Male,A+,4
75,Dawn,Edwards,,,Z,4
76,Beth,Wise,-1,,A,2
77,Jennifer,Gray,26,M,F,1
78,Lori,Booth,-1,,D,5
79,Carla,Rivera,-1,Female,D,5
80,Richard,Manning,twenty,,C,4
81,Hunter,Williams,twenty,M,C,5
82,Marissa,Collier,,Male,B,4
83,John,Clark,20,Female,Z,3
84,Belinda,Taylor,-1,Male,B,5
85,Christopher,Jackson,-1,Female,A+,4
86,David,Martinez,-1,Male,B,3
87,Joanna,Schultz,,M,A+,1
88,Sheri,White,17,Male,C,4
89,Crystal,Fleming MD,,Male,Z,3
90,Luis,Henry,,M,Z,5
91,James,Cunningham,,,D,5
92,Michael,Wagner,22,Male,A,6
93,Joel,Strong,-1,,B,5
94,Breanna,Gonzalez,twenty,M,C,4
95,Adam,Kerr,twenty,Female,F,3
96,James,Peterson,20,Male,B,5
97,Dylan,West,twenty,Male,A,5
98,Renee,Gomez,,F,C,2
99,Jackie,Moran,twenty,Male,F,1
100,Sara,Jackson,27,Female,Z,4
101,Amber,Wolf,,Female,C,5
102,Morgan,Flowers,26,Female,C,6
103,Eric,Gould,27,F,B,4
104,Xavier,Obrien,18,Female,D,1
105,Elizabeth,Nguyen,20,Male,B,3
106,Heather,Hernandez,21,F,F,4
107,Christopher,Curtis,,F,Z,4
108,Charles,Mckinney,-1,M,F,5
109,Kevin,Marshall,-1,,D,3
110,Michele,Morgan,,,F,4
111,Casey,Thornton,twenty,,C,6
112,Monica,Hubbard,twenty,F,Z,2
113,Steven,Solis,twenty,F,A+,4
114,Janice,Rowland,,M,F,4
115,Andrea,Hunt,22,M,B,1
116,Sean,Anderson,twenty,,F,6
117,Jacqueline,Eaton,twenty,Female,A+,1
118,Earl,Gomez,18,F,A+,4
119,Chelsea,Phillips,18,,A+,4
120,Douglas,Hill,,F,Z,1
121,Theresa,Garcia,twenty,Male,A+,1
122,Alyssa,Thompson,-1,,C,3
123,Michael,Moore,,F,D,3
124,Mia,Mercado,29,M,F,5
125,Vincent,Rollins,-1,M,Z,2
126,Jeffrey,Scott,-1,F,B,1
127,Gary,Phillips,twenty,Female,A,4
128,Rodney,Price,17,Male,C,6
129,Amy,Harper,30,Male,C,2
130,Harold,Andrews,26,M,A+,1
131,Ellen,Leon,twenty,Male,D,6
132,Pamela,Bailey,-1,M,C,4
133,Todd,Arroyo,,,B,3
134,Emily,Marquez,-1,M,A+,1
135,Miguel,Williams,17,,C,2
136,Christopher,Lee,-1,Female,A+,5
137,Amy,Bautista,21,Female,Z,6
138,Eric,Lara,twenty,Female,D,3
139,Michelle,Hall,21,M,D,2
140,Maria,Bailey,,Female,A+,6
141,Brooke,Cooper,,Female,A,1
142,Jennifer,Lee,24,M,B,2
143,Cynthia,Baldwin,26,Male,A,5
144,Daniel,Ball,-1,Female,C,2
145,Eric,Thomas,,Female,D,4
146,Andrew,Schultz,-1,M,A,4
147,Stacy,Valenzuela PhD,-1,M,Z,2
148,Gregory,Jarvis,,F,B,2
149,Sally,Booker,-1,,C,2
150,Heather,Richardson,-1,F,D,6
151,Angela,Adams,twenty,,B,5
152,Jonathan,Yu,,Male,A+,1
153,Christina,Gonzalez,,F,D,6
154,Donna,Garcia,-1,Female,A,6
155,Christopher,Trujillo,,M,Z,6
156,Mr.,Jason Davila,twenty,Female,C,3
157,Noah,Williams,-1,Female,Z,2
158,Miranda,Williams,twenty,Male,B,4
159,Micheal,Ward,-1,F,D,3
160,Curtis,Martinez,-1,F,A+,4
161,Edward,Pennington,-1,Male,Z,3
162,Stacy,Johnson,,Female,D,3
163,Beth,Carter,twenty,F,A,2
164,Courtney,Mclean,,F,A+,5
165,Emily,Willis,,,F,5
166,Jean,Downs,,,Z,1
167,Kevin,Jones,24,Male,D,6
168,Samantha,Harmon,29,M,A,5
169,Nicholas,Williams,-1,F,A+,1
170,Jesse,Washington,twenty,Female,A,5
171,Philip,Miller,29,Female,D,5
172,Matthew,Mathews,twenty,M,A,5
173,Christopher,Chavez,-1,M,A+,3
174,Brenda,Joseph,19,Male,C,4
175,Lindsey,Hunt,-1,Male,D,2
176,Michael,Singh,,,B,5
177,Beth,Mullins MD,-1,Female,Z,2
178,Scott,Mcclain,,,B,1
179,Karen,Ward MD,-1,,B,3
180,Michelle,Alexander,-1,Male,B,1
181,Jennifer,Hall,twenty,M,A+,3
182,Michael,Molina,,Female,F,2
183,Daniel,Irwin,twenty,,A+,3
184,Roger,Austin,-1,,B,3
185,Kevin,Taylor,,F,C,3
186,Michael,Smith,-1,Female,A+,1
187,Catherine,Martin,-1,,F,4
188,Lisa,Hernandez,17,Male,A+,4
189,Carolyn,Martinez,twenty,F,B,5
190,Brandy,Strickland,-1,,F,1
191,Darrell,Smith,twenty,Male,C,5
192,Sheila,Stewart,17,Male,A,1
193,Rachel,Esparza,,Female,F,1
194,Mary,Young,twenty,F,F,1
195,Morgan,Taylor,-1,F,A,6
196,Melissa,Casey,twenty,Female,Z,3
197,Jeffrey,White,,F,Z,2
198,Jesse,Miller,,F,A,5
199,Desiree,Vasquez,,,B,3
200,James,Hale,,M,Z,3
201,Charles,Miller,20,Male,D,2
202,Stephanie,Johnson,21,F,F,1
203,Patrick,Lopez,18,F,A,4
204,Charles,Williams,,M,A+,5
205,Scott,Garcia,,,D,1
206,Nicole,Anderson,twenty,,Z,3
207,John,Davis,twenty,Female,D,5
208,Aaron,Pena,twenty,M,A,1
209,Shelby,Barber,24,M,D,6
210,Martin,Mendez,-1,Male,F,1
211,Kevin,Phillips,30,Male,A+,6
212,Jason,Pittman,-1,Female,Z,3
213,Thomas,Hart,30,,A,2
214,Kimberly,Mendoza,-1,Male,D,1
215,Brenda,Davis,-1,,B,6
216,Matthew,Francis,,Male,A+,1
217,Michelle,Morgan,-1,Male,C,2
218,Dr.,Timothy Ramirez,twenty,Male,D,3
219,Jeff,Sullivan,30,Male,F,3
220,Paula,Campbell,-1,F,B,6
221,Jill,Campos,25,F,A,3
222,Christopher,Mitchell,-1,F,A+,3
223,Kristen,Freeman,22,,C,3
224,Joseph,Sanders,,M,B,1
225,Cody,Hendricks,twenty,,C,6
226,Kenneth,Diaz,26,F,D,4
227,Nicholas,Watts,,,F,2
228,Laura,Leach,twenty,M,A+,1
229,Micheal,Phillips,,M,A,4
230,Christine,Sims,,M,A,2
231,Brad,Berg,twenty,Male,B,2
232,Anna,Taylor,-1,F,C,4
233,Veronica,Meadows,twenty,,D,6
234,Jessica,Sherman,-1,F,F,3
235,Sarah,Mays,twenty,,A,3
236,Elizabeth,Pierce,17,Female,A,5
237,Michael,Hudson,,,Z,1
238,Pamela,Chavez,-1,,A+,4
239,Natalie,Haney DVM,twenty,Female,F,4
240,Carolyn,Ford,25,,A+,5
241,Nicholas,Chung,-1,Male,F,2
242,Trevor,Johnson,,F,A,3
243,Amy,Byrd,twenty,Male,B,4
244,Laura,Williams,18,,F,1
245,Olivia,Ball,,F,A,1
246,Ryan,Salazar DDS,-1,Female,A,1
247,Erin,Briggs,21,F,F,2
248,David,Meyers,,Female,A,6
249,Katherine,Walker,twenty,Male,C,1
250,Taylor,Stewart,-1,M,D,5
251,John,Perez,,M,D,3
252,Thomas,Ritter,,Male,C,4
253,Crystal,Smith,-1,,B,2
254,Bill,Sutton,twenty,F,F,3
255,George,Dyer,17,M,A,6
256,Kathy,Johnson,twenty,F,D,6
257,George,Lewis,-1,Male,D,3
258,Leslie,Wilson,twenty,M,B,6
259,Jacqueline,Randolph MD,twenty,Female,A+,6
260,Alexander,Sanchez,-1,Female,C,3
261,Tiffany,Thomas,twenty,F,D,2
262,Kimberly,Woods,twenty,Female,Z,6
263,Jill,Lee,-1,,A+,4
264,Lisa,White,,F,D,4
265,Andrew,Erickson,29,Male,F,5
266,Melissa,Reese,-1,F,B,2
267,Elizabeth,Robinson,-1,,D,1
268,William,Goodwin,20,F,F,5
269,Ronald,Blake,-1,Male,F,4
270,Mr.,David Cochran,25,M,A,1
271,James,Martinez,-1,F,C,5
272,Michael,Jackson,twenty,Male,F,4
273,Kristin,Olsen,-1,M,B,5
274,Abigail,Austin,,Male,B,6
275,Michelle,Brown,twenty,,A+,4
276,Melissa,Arnold,,,C,1
277,Bonnie,Campos,27,,F,1
278,Patrick,Orozco,30,Male,A,6
279,John,Murphy,,M,B,1
280,Beth,Wolfe,,Male,B,5
281,Tammy,Lindsey,,Male,B,5
282,Wendy,Hernandez,20,F,D,6
283,Dana,Rivera,18,,A+,6
284,Michael,Miller,,F,Z,4
285,Shelby,Schultz DDS,twenty,,C,6
286,Maria,Powell,twenty,M,D,4
287,Anthony,Chavez,,Female,A,6
288,Scott,Obrien,twenty,Male,Z,4
289,Brittany,Flores,twenty,Male,F,3
290,Adam,Salinas,30,,Z,1
291,Karen,Hall,22,Male,A,6
292,Jennifer,Kent DDS,-1,M,F,2
293,Carla,Thomas,twenty,Female,C,5
294,Jennifer,Reyes,twenty,Female,D,4
295,Danielle,Wheeler,-1,F,Z,3
296,John,Davis,,Female,A,3
297,Darlene,Nunez,-1,F,F,6
298,Amanda,Ballard,,Female,B,6
299,Ariel,Delgado,-1,Female,A,2
300,Vanessa,Edwards,,M,F,2
301,George,Brown,-1,F,B,2
302,Laura,Perkins,-1,M,F,2
303,Adam,Jackson,28,Female,A,5
304,Amy,Ward DDS,,F,A,4
305,Larry,Ross,21,,A+,1
306,Thomas,Cole,twenty,M,D,1
307,Michele,Lloyd,-1,M,B,2
308,Teresa,Davis,-1,Female,A+,6
309,Dorothy,Mata,,M,C,1
310,Michele,Mitchell,,Male,D,2
311,Adam,Douglas,,F,B,5
312,Gregory,Dillon,-1,F,A+,5
313,Douglas,Gutierrez,twenty,M,C,4
314,Kyle,Cole,,,B,4
315,Carolyn,Richardson,-1,Female,F,1
316,Wanda,Espinoza,twenty,M,B,6
317,Justin,Lynch,-1,M,Z,5
318,Stephanie,Jones,twenty,M,D,4
319,Mark,Patel,twenty,M,C,2
320,Daniel,Pena,,,A,2
321,Alejandra,Long,25,M,D,2
322,Lauren,Jefferson,-1,,Z,6
323,Sean,Perez,24,Female,F,1
324,Haley,White,twenty,,F,4
325,Jonathan,Simon,-1,,F,6
326,Christopher,Daniels,twenty,M,Z,1
327,Adam,Lowe,-1,,Z,4
328,Albert,Martinez,30,,A,5
329,Katie,Rodriguez,twenty,Female,Z,3
330,David,Gonzales,,Male,A,5
331,Daniel,Bush,,,B,5
332,Steven,Collins,,Male,Z,3
333,Jeffrey,Brown,20,M,C,2
334,Joseph,Schultz,25,Female,A,5
335,Angel,Lee,20,F,C,6
336,Molly,Bailey,-1,Male,D,3
337,Mark,Dixon,-1,F,A,4
338,Mark,Gillespie,-1,F,F,6
339,Theresa,Decker,,,C,4
340,Alex,Collins,,,A,3
341,Sherri,Brown,twenty,Male,Z,1
342,Stephanie,Gonzalez,-1,,C,5
343,Victoria,Valdez,22,,D,2
344,Sara,Parks,17,,A,6
345,Juan,Bell,,,Z,2
346,Kim,Flores,-1,,F,2
347,Mr.,Wesley Carr,twenty,Male,A,1
348,Ruth,Young,,Male,Z,3
349,David,Miller,-1,Male,C,4
350,Donald,Shea,twenty,Male,C,6
351,Christine,Solomon,,F,A+,5
352,Kristina,Mcgrath,,Male,F,5
353,Elizabeth,Rivas,twenty,,A,4
354,Kevin,Thornton,twenty,F,Z,5
355,Christopher,Kim,,Male,F,1
356,Eric,Moreno,,,F,5
357,Brian,Butler,30,,C,1
358,Susan,Johnson,,F,B,6
359,Marcus,Shelton,twenty,F,C,4
360,Robert,Campos,,Male,B,5
361,Jeffrey,Lam,22,M,Z,3
362,Mrs.,Joanna Yang DVM,twenty,F,F,5
363,Jennifer,Valenzuela,-1,Female,Z,6
364,Kayla,Turner,-1,Female,A,1
365,Jack,Salazar,-1,Female,Z,3
366,Angela,Washington,twenty,Male,Z,6
367,Deanna,Cantrell,twenty,F,B,5
368,Madison,Johnson,,Female,B,4
369,Louis,Sanchez,,Female,A+,4
370,Regina,Reynolds,,Male,A+,4
371,Ellen,Maxwell,-1,F,D,1
372,Amanda,Hayden,-1,M,B,2
373,John,Johnson,-1,Female,A,4
374,Anita,Stevenson,twenty,F,A,3
375,Robert,Martinez,24,M,C,3
376,Michael,Winters,,,D,6
377,Grant,Lyons,twenty,Female,D,2
378,Patricia,Martinez,twenty,,A+,5
379,Kimberly,Lee,twenty,F,B,3
380,William,Reeves,twenty,M,A,4
381,Christy,Howell,23,Male,A+,5
382,Brianna,Rivas,19,F,Z,6
383,William,Flowers,-1,Female,Z,4
384,Aaron,Carpenter,23,F,C,5
385,Steve,Howard,18,Female,Z,3
386,Julie,Ashley,,M,B,2
387,Mrs.,Phyllis Jones,-1,,C,2
388,Aimee,Robinson,19,M,F,2
389,Alexis,Morrison,22,,Z,2
390,Adriana,Coffey,,Female,D,4
391,Sean,Williams,twenty,M,Z,4
392,Sarah,Richardson PhD,twenty,F,A,2
393,Virginia,Williams,,F,B,2
394,John,Fields,twenty,,A+,4
395,Chelsea,Sweeney,twenty,Male,A+,6
396,Sharon,Clements,,Male,C,4
397,Joseph,Robinson,twenty,Male,Z,3
398,Joseph,Sharp,17,F,A+,5
399,Laura,Hall,19,Female,F,2
400,Mitchell,Wells,,Male,B,4
401,Heather,Pennington,,F,Z,1
402,Ryan,Ward,26,Male,F,1
403,Richard,Ramos,,,C,5
404,Steven,Ewing,17,F,Z,6
405,Steven,Garcia,-1,Male,A+,1
406,Mason,Obrien,-1,Female,D,3
407,Mathew,Pena,-1,Female,A,5
408,Thomas,Velazquez,,Male,D,3
409,Elizabeth,Riley,-1,Female,Z,5
410,Brian,Mcmahon,-1,,A,6
411,Mark,Keller,-1,M,A,5
412,Angela,Barker,-1,,F,1
413,Maria,Thomas,-1,M,F,4
414,Robert,Hughes,-1,,C,2
415,Robert,Parker,-1,F,B,6
416,Matthew,Powell,-1,Female,D,4
417,Arthur,Miller,26,F,C,5
418,Bryan,Murphy,,Female,F,1
419,Alan,Ramirez,twenty,M,C,3
420,Ruth,Mckenzie,-1,M,D,4
421,Matthew,Ward,twenty,,B,5
422,Bryan,Dominguez,28,,A,3
423,David,Hernandez,-1,F,C,5
424,Jon,Johnson,30,Female,B,4
425,Lawrence,Brewer,twenty,M,C,3
426,Joseph,Hernandez MD,,Female,C,3
427,Nathan,Macias,-1,Female,F,4
428,Edgar,Davis,twenty,Female,C,4
429,Debra,Morgan,-1,,F,3
430,Stephanie,Taylor,twenty,Female,B,2
431,Mr.,Justin Lam,twenty,Female,D,6
432,Bethany,Lane,twenty,Male,A,1
433,Alexander,Murphy,twenty,,A,2
434,Laura,Morgan,-1,,F,2
435,Jill,Stuart,28,M,F,2
436,Sheila,Reynolds,17,Female,F,6
437,Nathan,King,twenty,Female,A+,6
438,Eric,Garcia,-1,F,F,4
439,Jennifer,Robinson,-1,M,Z,2
440,Derrick,Clark,,Male,Z,1
441,Robert,Reed,,M,C,4
442,Robert,Farmer,,,D,5
443,Joshua,Carrillo,twenty,,D,4
444,Brandon,Garrett,,,A,4
445,Katherine,Espinoza,21,F,A,6
446,Antonio,Kramer,30,Male,A,2
447,Gabriel,Taylor,19,Female,B,3
448,Erica,Warner,twenty,Male,B,5
449,Jerry,Miranda,-1,Female,C,6
450,Tom,Hill,23,,C,4
451,Erik,Lamb,twenty,,C,1
452,Jennifer,Nelson,,M,D,2
453,Thomas,Randolph,twenty,F,D,6
454,James,Harding,twenty,,F,6
455,Brett,Bailey,,F,C,6
456,Brenda,Jones,-1,M,A,1
457,Ricardo,Johnson,twenty,Female,F,3
458,Austin,Carroll,,,D,3
459,Dr.,Richard Peck PhD,29,Male,D,3
460,Martin,Oliver,,Female,A+,3
461,Timothy,Clark,twenty,M,Z,3
462,Johnny,Mcguire,twenty,,A,6
463,Howard,Sutton,-1,Female,B,2
464,Erica,Porter,-1,Female,C,5
465,Jennifer,Morris,twenty,M,F,3
466,Jeffrey,Sanchez,-1,Female,A+,6
467,Shannon,Rhodes,,M,B,2
468,Kathy,Jensen,twenty,F,F,3
469,Joseph,Guerra,,Female,A+,5
470,Danielle,Smith,-1,F,A+,4
471,Helen,Collins,,Female,A,6
472,Kenneth,Rodriguez,-1,Male,A+,3
473,Tammy,Smith,twenty,M,C,4
474,Latoya,Ray,twenty,Male,D,5
475,Gary,Castillo,29,Female,A,6
476,Angela,Wise,,Female,A,5
477,Stacey,Figueroa,twenty,F,Z,1
478,Dr.,Larry Hopkins,twenty,,Z,6
479,Christopher,Hernandez,,M,A+,4
480,Jaclyn,Sampson,20,F,D,6
481,Peggy,Mullins,25,,C,2
482,Allen,Jacobs,twenty,Female,A+,6
483,Michael,Jackson,21,M,A,2
484,Emily,Stevens,-1,F,A+,5
485,Michael,Garcia,23,F,Z,3
486,Jose,Davis,-1,,C,5
487,Elizabeth,Mason,twenty,Male,Z,1
488,Stefanie,Conley,-1,M,C,6
489,Joseph,Todd,twenty,F,F,2
490,Daniel,Bowman,,Female,B,5
491,Courtney,Gilmore,-1,F,F,3
492,Ryan,Miller,twenty,Male,F,3
493,Mia,Kennedy,-1,Male,F,2
494,Christine,Lara,,Male,A+,2
495,David,Snyder,twenty,M,Z,2
496,Jerry,Thompson,26,M,A+,4
497,Eric,Martin,-1,Male,B,2
498,Christina,Jackson,twenty,Female,D,6
499,Sandra,Taylor,twenty,Female,A+,5
500,David,West,-1,F,Z,5
501,Dr.,Tristan Shaffer Jr.,-1,F,C,2
502,Andrew,Martinez,twenty,M,C,4
503,Catherine,Harris,twenty,,Z,4
504,Christopher,Allen,,,Z,6
505,William,Alexander,,Male,A+,4
506,Patrick,Friedman,27,Female,A+,6
507,Katherine,Austin,twenty,Male,Z,2
508,Amanda,Franklin,-1,M,A,6
509,Kimberly,Lewis,17,Male,B,5
510,Sabrina,Morris,23,F,C,1
511,Erin,Walker,,F,F,6
512,Brandi,Garcia,20,Female,Z,5
513,April,Berry,-1,Female,A,6
514,Miguel,Mays,twenty,M,A,5
515,Jeffrey,Morales,-1,M,F,3
516,Christopher,Hall,twenty,,B,5
517,Roy,Clark,27,F,A,3
518,Chris,Murray,-1,M,A,3
519,Susan,Smith,twenty,Female,B,5
520,Andrew,Hernandez,-1,Male,F,2
521,Jessica,Johnson,,,C,2
522,Brian,Hinton,-1,Male,C,2
523,Laura,Reed,,F,F,3
524,Kayla,Martin,,Male,A,2
525,Julian,Conrad,twenty,Male,A+,4
526,Janice,Burton,23,Female,F,2
527,Shelia,Delacruz,26,M,A,1
528,Lawrence,Thompson,23,,A+,1
529,James,Brown,25,Male,C,2
530,Sarah,Evans,twenty,,F,6
531,Amanda,Carter,-1,M,F,1
532,Joshua,Cook,24,,C,6
533,Alexandra,Bell,twenty,,F,2
534,Robert,Wright,,Male,Z,1
535,Melissa,Douglas,-1,M,Z,1
536,Shannon,Jackson,twenty,Female,D,2
537,Hayley,Mcdaniel,twenty,,D,2
538,Kristina,Carter,,,D,3
539,Thomas,Salinas,,F,F,3
540,Scott,Wood,-1,F,F,2
541,Alexis,Carter,21,,Z,1
542,Wanda,Spence,-1,,B,3
543,Gabriella,Roberts,-1,F,Z,2
544,Adrian,Smith,,,F,5
545,Brianna,Walker,,F,C,2
546,Shawn,Harris,twenty,Female,A+,2
547,Alyssa,Patterson,twenty,F,B,1
548,Robert,Mason,21,M,F,4
549,Ashley,Payne,26,Female,Z,3
550,Travis,Carter,-1,M,C,3
551,Linda,Davis,,F,A+,1
552,William,Blackburn,,M,A,4
553,Lisa,Scott,,Female,A,4
554,Alan,Vargas,twenty,F,A+,4
555,Veronica,Miller,25,F,Z,2
556,Anthony,Woods,17,M,F,4
557,Tammy,Stevens,-1,M,D,4
558,Mr.,Eric Lopez II,-1,Male,D,6
559,Daniel,Shea,-1,,D,3
560,Samuel,Wright,29,Female,B,5
561,Kevin,Mays,twenty,Female,C,1
562,Carolyn,Arnold,22,Male,Z,5
563,Diana,Robinson,twenty,Female,B,3
564,Emma,Perry,-1,Female,D,1
565,Kim,Nelson,-1,M,Z,3
566,Stephanie,Robbins,-1,Male,C,5
567,Robin,Lewis,-1,F,A,3
568,Michelle,Allen,,M,A,5
569,Valerie,White,-1,Female,Z,5
570,Ronald,Garcia,-1,,C,5
571,Elizabeth,Perry,twenty,F,B,5
572,Isaac,Kim,25,,A+,5
573,Paul,Morris,twenty,Female,A+,2
574,Thomas,Ewing,,,A+,2
575,Benjamin,Wong,27,M,Z,2
576,Gerald,Dougherty,29,F,D,6
577,Eric,Durham,twenty,Female,Z,1
578,Shawn,Vega,twenty,M,B,6
579,April,York,-1,,F,2
580,Matthew,Ortega,28,,Z,6
581,Barbara,Phillips,30,F,A,3
582,Brandon,Williams,,Female,Z,6
583,Erica,Green,,F,F,6
584,Mr.,Robert Manning DVM,21,,F,2
585,Brian,Smith,,M,B,3
586,Rebecca,Henderson,25,Female,A+,6
587,Julia,Rodgers,,F,B,6
588,Gregory,Bush,,F,B,3
589,Susan,Gilmore,-1,,C,4
590,Jordan,Drake,28,F,B,6
591,Lisa,Hayes,,F,F,3
592,Logan,Reyes,,Male,C,2
593,Dawn,Wang,-1,,A,6
594,Edward,Collins,17,Male,Z,2
595,Kristen,Hamilton,twenty,F,Z,6
596,Cynthia,Morgan,25,F,B,3
597,Mary,Beck,,,F,4
598,Emily,Lopez,-1,,B,3
599,Brittany,Wade,29,Male,B,1
600,Jeffrey,Mann,20,F,Z,4
601,Cassandra,Williams,,,C,2
602,Erin,Carroll,-1,F,A,5
603,Adam,Jensen,-1,Female,A,5
604,Amanda,Zavala,,F,A,6
605,Joyce,Davis,17,M,D,2
606,Michael,Morris,,M,A,3
607,Angela,Taylor,20,Male,B,5
608,Jennifer,Bradley,-1,,F,1
609,Stephanie,Ramirez,twenty,Female,D,1
610,Dana,Pope,twenty,Female,D,5
611,Travis,Stevens,,Male,F,4
612,Krista,Peters,,Male,C,1
613,Robert,Martin,29,M,A,3
614,Tammy,Pearson,-1,Male,D,1
615,Sheila,Daugherty,twenty,Female,Z,2
616,Latoya,Morrow,-1,,A,6
617,Kelly,Bridges,-1,Female,A,2
618,Brian,Harrison,twenty,M,C,4
619,Jared,Waller,twenty,Male,Z,4
620,Benjamin,Smith,-1,M,B,4
621,Brandon,Ramirez,,,F,3
622,Brian,Hayes,,Male,F,4
623,Daniel,Waller,,Male,C,1
624,Mark,Pacheco,30,Male,C,6
625,Claire,Baker,-1,Female,A+,2
626,Mr.,Victor Lara,19,M,B,4
627,Gary,Hamilton,twenty,,A+,5
628,Mario,Ross,twenty,Male,B,3
629,Timothy,Guerrero,,F,D,3
630,Anita,Peters,29,M,A,1
631,Sandra,Kennedy,19,Male,D,5
632,Ashley,Garner,-1,Female,F,4
633,Emily,Bauer,-1,F,A,5
634,Zachary,Austin,,Female,D,6
635,Aaron,Best,twenty,F,F,5
636,Mary,Gallegos,23,F,F,6
637,Robert,Wang,twenty,Female,F,5
638,Janice,Harrington,twenty,M,F,6
639,Carly,Smith,-1,Male,Z,3
640,Pam,Hammond,twenty,Male,C,5
641,Lisa,Garcia,,Male,D,3
642,Bradley,Lowe,-1,,A+,6
643,Daisy,Horton,twenty,,D,3
644,Nicholas,Cook,-1,Male,C,6
645,Daniel,Compton,,Female,C,2
646,Christopher,Frederick,-1,Female,A+,2
647,Ryan,Thornton,twenty,F,A+,2
648,Bobby,Weber,,F,C,3
649,Bianca,Kaiser,twenty,Male,A+,3
650,Kathleen,Stone,,Male,Z,1
651,Reginald,Harmon,26,Female,C,6
652,Alejandro,Dillon,,,A+,6
653,Alyssa,Krueger,,Female,D,2
654,Brandon,Burns,,Female,Z,6
655,Brittany,Evans,twenty,,C,6
656,Michelle,Oliver,23,Female,A+,1
657,Johnny,Molina,twenty,Female,A,1
658,Stephanie,James,,F,C,1
659,Michael,King,twenty,F,F,1
660,Meagan,Torres,twenty,Female,A,6
661,Brianna,Warner,twenty,Male,F,6
662,Stephanie,Shah,,Female,F,2
663,Samantha,Harrison,24,,C,5
664,Austin,Murphy,,M,A,1
665,Jessica,Smith,twenty,F,B,1
666,April,Ward,21,F,C,4
667,Angela,Ruiz,,M,C,5
668,Lisa,Pearson,-1,M,A+,6
669,Robin,Jackson,25,F,C,5
670,Candice,Miller,23,Male,F,4
671,Kevin,Jackson,-1,F,A,3
672,Danielle,Thomas,twenty,Male,F,2
673,Travis,Carson,-1,M,D,3
674,Lisa,White,twenty,Female,D,4
675,David,Patel,twenty,M,A,3
676,Mary,Acosta,twenty,Male,B,3
677,Russell,Munoz,,,B,1
678,Shawn,Todd,27,Female,D,4
679,Kevin,Smith,-1,F,B,3
680,Dawn,Willis,-1,Male,B,2
681,Traci,Ramirez,24,Male,D,2
